week,value
2020-07-19,185.2957371944268
2020-07-26,149.06363215095237
2020-08-02,217.831527107478
2020-08-09,142.59942206400365
2020-08-16,140.36731702052913
2020-08-23,183.13521197705484
2020-08-30,189.90310693358037
2020-09-06,183.6710018901059
2020-09-13,136.43889684663142
2020-09-20,138.2067918031571
2020-09-27,148.97468675968258
2020-10-04,188.74258171620815
2020-10-11,163.51047667273377
2020-10-18,155.27837162925934
2020-10-25,217.04626658578502
2020-11-01,157.8141615423105
2020-11-08,226.5820564988361
2020-11-15,250.34995145536172
2020-11-22,241.11784641188729
2020-11-29,215.88574136841285
2020-12-06,171.65363632493847
2020-12-13,186.42153128146404
2020-12-20,239.18942623798958
2020-12-27,233.95732119451517
2021-01-03,213.7252161510407
2021-01-10,215.49311110756636
2021-01-17,200.26100606409196
2021-01-24,173.0289010206175
2021-01-31,223.7967959771431
2021-02-07,209.5646909336686
