week,value
2020-07-19,95.1406005499699
2020-07-26,71.14060054996988
2020-08-02,89.14060054996992
2020-08-09,88.1406005499699
2020-08-16,76.14060054996988
2020-08-23,90.14060054996995
2020-08-30,102.1406005499699
2020-09-06,89.1406005499699
2020-09-13,84.14060054996989
2020-09-20,75.14060054996993
2020-09-27,61.14060054996986
2020-10-04,103.14060054996988
2020-10-11,76.14060054996989
2020-10-18,71.14060054996988
2020-10-25,91.14060054996993
2020-11-01,83.14060054996988
2020-11-08,108.1406005499699
2020-11-15,90.14060054996989
2020-11-22,82.14060054996992
2020-11-29,124.14060054996989
2020-12-06,75.14060054996989
2020-12-13,78.1406005499699
2020-12-20,131.1406005499699
2020-12-27,114.14060054996989
2021-01-03,84.14060054996989
2021-01-10,92.1406005499699
2021-01-17,87.14060054996992
2021-01-24,82.14060054996992
2021-01-31,99.14060054996992
2021-02-07,88.14060054996988
