week,value
2020-07-19,234.63483523365542
2020-07-26,214.95677789784708
2020-08-02,251.27872056203876
2020-08-09,256.6006632262304
2020-08-16,199.9226058904219
2020-08-23,193.24454855461357
2020-08-30,218.56649121880523
2020-09-06,246.88843388299676
2020-09-13,217.21037654718833
2020-09-20,198.53231921138
2020-09-27,208.85426187557144
2020-10-04,316.1762045397631
2020-10-11,268.4981472039547
2020-10-18,232.82008986814625
2020-10-25,336.142032532338
2020-11-01,202.46397519652956
2020-11-08,291.78591786072116
2020-11-15,270.1078605249129
2020-11-22,261.42980318910446
2020-11-29,248.751745853296
2020-12-06,221.07368851748757
2020-12-13,212.3956311816792
2020-12-20,269.7175738458709
2020-12-27,269.03951651006247
2021-01-03,301.36145917425404
2021-01-10,239.6834018384456
2021-01-17,305.0053445026373
2021-01-24,230.32728716682882
2021-01-31,320.6492298310204
2021-02-07,263.971172495212
