week,value
2020-07-19,310.7484153458178
2020-07-26,245.43806547693868
2020-08-02,306.1277156080599
2020-08-09,280.8173657391809
2020-08-16,262.50701587030164
2020-08-23,260.19666600142295
2020-08-30,356.8863161325438
2020-09-06,304.57596626366484
2020-09-13,285.2656163947858
2020-09-20,232.95526652590695
2020-09-27,216.6449166570278
2020-10-04,235.33456678814872
2020-10-11,279.02421691926975
2020-10-18,249.71386705039086
2020-10-25,371.403517181512
2020-11-01,241.0931673126329
2020-11-08,340.78281744375397
2020-11-15,382.47246757487494
2020-11-22,342.16211770599597
2020-11-29,402.851767837117
2020-12-06,311.54141796823797
2020-12-13,238.23106809935905
2020-12-20,343.92071823048
2020-12-27,279.6103683616011
2021-01-03,368.30001849272196
2021-01-10,309.98966862384304
2021-01-17,384.679318754964
2021-01-24,254.36896888608504
2021-01-31,424.0586190172061
2021-02-07,356.74826914832704
