week,value
2020-07-19,247.62853759717294
2020-07-26,244.4568622277009
2020-08-02,279.2851868582289
2020-08-09,233.1135114887569
2020-08-16,225.94183611928474
2020-08-23,267.7701607498128
2020-08-30,285.5984853803407
2020-09-06,279.4268100108686
2020-09-13,211.2551346413964
2020-09-20,212.08345927192457
2020-09-27,173.91178390245238
2020-10-04,269.7401085329803
2020-10-11,236.56843316350833
2020-10-18,205.3967577940362
2020-10-25,375.22508242456433
2020-11-01,228.05340705509226
2020-11-08,312.8817316856202
2020-11-15,118.71005631614813
2020-11-22,264.5383809466761
2020-11-29,285.3667055772041
2020-12-06,245.195030207732
2020-12-13,219.02335483826
2020-12-20,319.8516794687879
2020-12-27,280.6800040993159
2021-01-03,296.5083287298438
2021-01-10,243.3366533603718
2021-01-17,331.16497799089973
2021-01-24,238.9933026214277
2021-01-31,332.82162725195565
2021-02-07,152.64995188248355
