week,value
2020-07-19,195.47624251744395
2020-07-26,189.59184007651672
2020-08-02,172.70743763558968
2020-08-09,206.82303519466257
2020-08-16,168.9386327537354
2020-08-23,177.05423031280824
2020-08-30,173.16982787188115
2020-09-06,215.28542543095392
2020-09-13,198.40102299002675
2020-09-20,146.51662054909968
2020-09-27,147.63221810817237
2020-10-04,185.74781566724528
2020-10-11,175.86341322631807
2020-10-18,162.97901078539095
2020-10-25,201.09460834446398
2020-11-01,162.2102059035368
2020-11-08,248.3258034626096
2020-11-15,248.44140102168254
2020-11-22,226.55699858075533
2020-11-29,261.67259613982816
2020-12-06,212.788193698901
2020-12-13,174.90379125797386
2020-12-20,274.0193888170468
2020-12-27,252.1349863761196
2021-01-03,238.25058393519242
2021-01-10,244.36618149426525
2021-01-17,234.48177905333816
2021-01-24,184.59737661241098
2021-01-31,240.7129741714839
2021-02-07,118.82857173055662
