week,value
2020-07-19,188.77032706865367
2020-07-26,220.92060023055927
2020-08-02,274.070873392465
2020-08-09,297.2211465543708
2020-08-16,229.37141971627636
2020-08-23,235.521692878182
2020-08-30,305.6719660400878
2020-09-06,305.8222392019933
2020-09-13,275.9725123638989
2020-09-20,267.1227855258047
2020-09-27,210.27305868771015
2020-10-04,248.4233318496159
2020-10-11,246.57360501152155
2020-10-18,267.7238781734271
2020-10-25,361.87415133533307
2020-11-01,228.02442449723867
2020-11-08,278.17469765914433
2020-11-15,366.32497082105
2020-11-22,319.4752439829557
2020-11-29,359.6255171448613
2020-12-06,269.77579030676696
2020-12-13,223.9260634686726
2020-12-20,316.07633663057834
2020-12-27,278.22660979248394
2021-01-03,285.37688295438954
2021-01-10,255.5271561162953
2021-01-17,322.677429278201
2021-01-24,263.8277024401065
2021-01-31,311.9779756020123
2021-02-07,298.1282487639179
