week,value
2020-07-19,268.1223015470203
2020-07-26,210.06315317635432
2020-08-02,237.00400480568848
2020-08-09,272.9448564350225
2020-08-16,220.8857080643565
2020-08-23,282.8265596936906
2020-08-30,296.7674113230247
2020-09-06,277.7082629523587
2020-09-13,221.64911458169263
2020-09-20,244.5899662110268
2020-09-27,226.5308178403607
2020-10-04,361.4716694696948
2020-10-11,316.4125210990288
2020-10-18,265.35337272836284
2020-10-25,388.294224357697
2020-11-01,273.23507598703105
2020-11-08,323.1759276163651
2020-11-15,356.1167792456991
2020-11-22,299.0576308750332
2020-11-29,345.9984825043672
2020-12-06,318.93933413370127
2020-12-13,222.88018576303529
2020-12-20,368.82103739236936
2020-12-27,277.7618890217034
2021-01-03,337.7027406510375
2021-01-10,275.6435922803714
2021-01-17,339.58444390970556
2021-01-24,257.5252955390396
2021-01-31,356.46614716837365
2021-02-07,341.40699879770756
