week,value
2020-07-19,152.5601980720587
2020-07-26,112.56019852768401
2020-08-02,166.56019898330945
2020-08-09,213.56019943893486
2020-08-16,163.56019989456016
2020-08-23,127.56020035018568
2020-08-30,193.56020080581095
2020-09-06,222.56020126143636
2020-09-13,187.56020171706174
2020-09-20,220.56020217268707
2020-09-27,160.5602026283124
2020-10-04,167.56020308393784
2020-10-11,156.56020353956328
2020-10-18,135.56020399518854
2020-10-25,185.56020445081404
2020-11-01,127.5602049064394
2020-11-08,207.56020536206475
2020-11-15,232.56020581769022
2020-11-22,176.56020627331557
2020-11-29,225.56020672894093
2020-12-06,119.56020718456638
2020-12-13,164.56020764019178
2020-12-20,236.56020809581707
2020-12-27,166.5602085514425
2021-01-03,148.56020900706787
2021-01-10,119.56020946269332
2021-01-17,206.56020991831863
2021-01-24,163.56021037394402
2021-01-31,176.5602108295694
2021-02-07,177.56021128519475
