week,value
2020-07-19,91.62499479751737
2020-07-26,91.62499479751737
2020-08-02,91.62499479751737
2020-08-09,91.62499479751737
2020-08-16,91.62499479751737
2020-08-23,91.62499479751737
2020-08-30,91.62499479751737
2020-09-06,91.62499479751737
2020-09-13,91.62499479751737
2020-09-20,91.62499479751737
2020-09-27,91.62499479751737
2020-10-04,91.62499479751737
2020-10-11,91.62499479751737
2020-10-18,91.62499479751737
2020-10-25,91.62499479751737
2020-11-01,91.62499479751737
2020-11-08,91.62499479751737
2020-11-15,91.62499479751737
2020-11-22,91.62499479751737
2020-11-29,91.62499479751737
2020-12-06,91.62499479751737
2020-12-13,91.62499479751737
2020-12-20,91.62499479751737
2020-12-27,91.62499479751737
2021-01-03,91.62499479751737
2021-01-10,91.62499479751737
2021-01-17,91.62499479751737
2021-01-24,91.62499479751737
2021-01-31,91.62499479751737
2021-02-07,91.62499479751737
