week,value
2020-07-19,133.77870306839645
2020-07-26,133.77870306839645
2020-08-02,133.77870306839645
2020-08-09,133.77870306839645
2020-08-16,133.77870306839645
2020-08-23,133.77870306839645
2020-08-30,133.77870306839645
2020-09-06,133.77870306839645
2020-09-13,133.77870306839645
2020-09-20,133.77870306839645
2020-09-27,133.77870306839645
2020-10-04,133.77870306839645
2020-10-11,133.77870306839645
2020-10-18,133.77870306839645
2020-10-25,133.77870306839645
2020-11-01,133.77870306839645
2020-11-08,133.77870306839645
2020-11-15,133.77870306839645
2020-11-22,133.77870306839645
2020-11-29,133.77870306839645
2020-12-06,133.77870306839645
2020-12-13,133.77870306839645
2020-12-20,133.77870306839645
2020-12-27,133.77870306839645
2021-01-03,133.77870306839645
2021-01-10,133.77870306839645
2021-01-17,133.77870306839645
2021-01-24,133.77870306839645
2021-01-31,133.77870306839645
2021-02-07,133.77870306839645
