week,value
2020-07-19,94.98294415544518
2020-07-26,88.00688004718207
2020-08-02,100.58162070518594
2020-08-09,108.31537378339665
2020-08-16,115.72754572268977
2020-08-23,118.17995268977954
2020-08-30,118.3288859273122
2020-09-06,116.78745890797192
2020-09-13,115.15623313540287
2020-09-20,113.94109514278428
2020-09-27,113.40470723484752
2020-10-04,113.37244743258762
2020-10-11,113.61496986076187
2020-10-18,113.9064663111986
2020-10-25,114.12375994998379
2020-11-01,114.22740593595275
2020-11-08,114.23855510523362
2020-11-15,114.19917370081514
2020-11-22,114.14818493183961
2020-11-29,114.10899756481234
2020-12-06,114.08934446341802
2020-12-13,114.08630126619236
2020-12-20,114.09265680050628
2020-12-27,114.1015249270206
2021-01-03,114.10858087750069
2021-01-10,114.11228020902243
2021-01-17,114.113012070162
2021-01-24,114.11200032690138
2021-01-31,114.11046407502623
2021-02-07,114.109197111997
