week,value
2020-07-19,105.40178892821321
2020-07-26,106.96893574005198
2020-08-02,134.8962447718998
2020-08-09,110.16988647371598
2020-08-16,121.93036403585262
2020-08-23,110.12541758565197
2020-08-30,121.06367476361372
2020-09-06,110.9284767264216
2020-09-13,120.3195741912048
2020-09-20,111.61794731924577
2020-09-27,119.68072278321519
2020-10-04,112.2098958747578
2020-10-11,119.13223359153372
2020-10-18,112.71811637903993
2020-10-25,118.66132534960292
2020-11-01,113.1544517304276
2020-11-08,118.25702463469086
2020-11-15,113.52906971074606
2020-11-22,117.90991015776392
2020-11-29,113.85069992184762
2020-12-06,117.61189322223
2020-12-13,114.12683720870525
2020-12-20,117.35602923565322
2020-12-27,114.36391630936544
2021-01-03,117.13635588215853
2021-01-10,114.56746180157134
2021-01-17,116.94775418450956
2021-01-24,114.74221684021444
2021-01-31,116.78582921823491
2021-02-07,114.89225368554166
