week,value
2020-07-19,97.83749904972535
2020-07-26,97.83749904972535
2020-08-02,97.83749904972535
2020-08-09,97.83749904972535
2020-08-16,97.83749904972535
2020-08-23,97.83749904972535
2020-08-30,97.83749904972535
2020-09-06,97.83749904972535
2020-09-13,97.83749904972535
2020-09-20,97.83749904972535
2020-09-27,97.83749904972535
2020-10-04,97.83749904972535
2020-10-11,97.83749904972535
2020-10-18,97.83749904972535
2020-10-25,97.83749904972535
2020-11-01,97.83749904972535
2020-11-08,97.83749904972535
2020-11-15,97.83749904972535
2020-11-22,97.83749904972535
2020-11-29,97.83749904972535
2020-12-06,97.83749904972535
2020-12-13,97.83749904972535
2020-12-20,97.83749904972535
2020-12-27,97.83749904972535
2021-01-03,97.83749904972535
2021-01-10,97.83749904972535
2021-01-17,97.83749904972535
2021-01-24,97.83749904972535
2021-01-31,97.83749904972535
2021-02-07,97.83749904972535
