week,value
2020-07-19,147.3874952792002
2020-07-26,147.3874952792002
2020-08-02,147.3874952792002
2020-08-09,147.3874952792002
2020-08-16,147.3874952792002
2020-08-23,147.3874952792002
2020-08-30,147.3874952792002
2020-09-06,147.3874952792002
2020-09-13,147.3874952792002
2020-09-20,147.3874952792002
2020-09-27,147.3874952792002
2020-10-04,147.3874952792002
2020-10-11,147.3874952792002
2020-10-18,147.3874952792002
2020-10-25,147.3874952792002
2020-11-01,147.3874952792002
2020-11-08,147.3874952792002
2020-11-15,147.3874952792002
2020-11-22,147.3874952792002
2020-11-29,147.3874952792002
2020-12-06,147.3874952792002
2020-12-13,147.3874952792002
2020-12-20,147.3874952792002
2020-12-27,147.3874952792002
2021-01-03,147.3874952792002
2021-01-10,147.3874952792002
2021-01-17,147.3874952792002
2021-01-24,147.3874952792002
2021-01-31,147.3874952792002
2021-02-07,147.3874952792002
