week,value
2020-07-19,160.46248343154735
2020-07-26,160.46248343154735
2020-08-02,160.46248343154735
2020-08-09,160.46248343154735
2020-08-16,160.46248343154735
2020-08-23,160.46248343154735
2020-08-30,160.46248343154735
2020-09-06,160.46248343154735
2020-09-13,160.46248343154735
2020-09-20,160.46248343154735
2020-09-27,160.46248343154735
2020-10-04,160.46248343154735
2020-10-11,160.46248343154735
2020-10-18,160.46248343154735
2020-10-25,160.46248343154735
2020-11-01,160.46248343154735
2020-11-08,160.46248343154735
2020-11-15,160.46248343154735
2020-11-22,160.46248343154735
2020-11-29,160.46248343154735
2020-12-06,160.46248343154735
2020-12-13,160.46248343154735
2020-12-20,160.46248343154735
2020-12-27,160.46248343154735
2021-01-03,160.46248343154735
2021-01-10,160.46248343154735
2021-01-17,160.46248343154735
2021-01-24,160.46248343154735
2021-01-31,160.46248343154735
2021-02-07,160.46248343154735
