week,value
2020-07-19,116.02881969492174
2020-07-26,110.07429795749682
2020-08-02,118.71804959161523
2020-08-09,113.16557584367013
2020-08-16,116.20174117102947
2020-08-23,111.76860047430199
2020-08-30,114.24977386016302
2020-09-06,111.2053233986348
2020-09-13,113.47089325806438
2020-09-20,111.34243916314728
2020-09-27,113.18067760089892
2020-10-04,111.63089838872895
2020-10-11,112.99483122798924
2020-10-18,111.87310695445501
2020-10-25,112.82551271293309
2020-11-01,112.0529706202205
2020-11-08,112.67623756439677
2020-11-15,112.18899504390107
2020-11-22,112.55519187783992
2020-11-29,112.2936454728456
2020-12-06,112.46230615178713
2020-12-13,112.37298483137097
2020-12-20,112.39370337160837
2020-12-27,112.43096264662186
2021-01-03,112.34505561183693
2021-01-10,112.47114843521881
2021-01-17,112.31252390598391
2021-01-24,112.49692376252526
2021-01-31,112.29280030898892
2021-02-07,112.51134844354263
