week,value
2020-09-30,273.51499108012683
2020-10-31,292.1484191533133
2020-11-30,319.0818472264998
2020-12-31,322.8152752996864
2021-01-31,311.94870337287284
2021-02-28,326.1321314460594
2021-03-31,341.515559519246
2021-04-30,321.4989875924324
2021-05-31,309.98241566561893
2021-06-30,397.3658437388055
