tag,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
GP918NE-18,51,65,36,98,61,81,68,84,56,85,73,40,53,67,45,89,72,91,78,43,33,82,64,76,68,84,58,88,100,75,80,79,74,73,81,90,63,77,53,97,76,74,91,54,84,88,64,129,67,56,0,84,77,60,98,58,99,101,65,97,87,54,65,44,50,50,100,75,106,91,82,70,80,31,71,72,114,62,72,48,114,96,94,51,66,42,51,78,47,64,69,62,68,65,93,84,119,48,92,80,84,111,116,63
