tag,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
ALMA7155BE-17,30,44,43,51,43,51,40,49,64,47,26,27,29,43,37,95,75,110,75,62,55,90,71,53,43,75,43,50,66,48,75,51,63,71,79,68,49,53,67,82,50,37,71,64,77,78,78,110,64,60,128,80,76,67,104,104,103,99,81,104,113,86,103,92,75,78,196,125,120,103,88,94,87,30,92,98,165,118,106,98,156,204,184,81,136,90,133,180,105,170,131,126,107,86,134,171,202,78,106,108,113,149,199,134
