tag,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
9057AINE-19,63,141,67,141,98,109,149,157,91,200,148,69,103,111,45,210,126,192,131,89,70,186,143,121,106,0,59,121,133,119,148,169,92,118,126,130,79,101,87,145,115,103,165,123,207,155,133,173,69,76,174,163,133,79,169,80,143,154,107,175,170,90,123,127,90,97,200,124,166,177,177,157,143,44,100,117,166,148,148,70,146,172,164,113,123,79,135,152,93,0,161,117,104,85,115,205,211,80,139,116,123,157,200,126
