tag,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
XL3425FA-19,130,145,77,184,115,162,153,162,111,235,166,123,115,0,50,174,166,200,155,125,86,235,168,121,117,147,106,213,185,155,183,155,121,180,228,207,110,131,79,124,128,95,189,115,162,218,169,227,147,96,241,137,158,136,187,101,190,152,130,188,212,128,168,149,118,82,237,158,181,154,176,126,146,68,140,147,200,119,191,91,228,248,208,106,165,103,142,239,125,212,203,147,113,122,137,182,226,78,135,138,163,159,228,141
