tag,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
LI16303NE-18,103,147,78,145,85,164,181,180,94,260,129,116,89,167,99,185,126,202,140,115,78,228,145,158,132,168,65,132,129,161,197,193,136,0,160,174,124,155,92,182,122,119,187,90,157,170,130,201,93,72,170,115,103,94,149,93,151,161,105,183,148,74,138,141,80,111,193,109,144,123,119,119,121,53,93,106,149,129,139,69,132,144,136,86,163,82,81,113,103,167,170,102,112,111,129,174,163,65,132,101,121,148,182,91
