tag,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
ME799FA-19,34,40,31,51,38,57,49,44,49,50,51,27,27,43,41,97,84,0,54,41,41,75,62,52,47,52,45,52,75,51,69,68,56,70,82,69,64,55,41,83,56,51,71,63,88,70,62,104,55,58,111,94,64,72,67,62,79,68,58,86,84,59,94,66,0,45,106,74,80,75,60,75,53,28,60,61,125,73,95,41,89,113,109,50,75,54,64,90,63,103,80,65,0,48,80,99,108,29,77,74,60,85,109,58
