week,value
2020-07-19,61.844418712590375
2020-07-26,68.02374460900882
2020-08-02,60.41842042880151
2020-08-09,68.97441013153473
2020-08-16,71.82640669911247
2020-08-23,68.02374460900882
2020-08-30,49.961099681016464
2020-09-06,58.04175662248673
2020-09-13,77.05506707300499
2020-09-20,66.59774632521994
2020-09-27,77.05506707300499
2020-10-04,43.78177378459803
2020-10-11,102.2477034199417
2020-10-18,63.27041699637925
2020-10-25,57.09109109996081
2020-11-01,76.10440155047907
2020-11-08,63.27041699637925
2020-11-15,52.813096248594206
2020-11-22,60.41842042880151
2020-11-29,38.55311341070551
2020-12-06,71.82640669911247
2020-12-13,79.43173087931977
2020-12-20,57.56642386122377
2020-12-27,64.69641528016811
2021-01-03,60.89375319006447
2021-01-10,71.82640669911247
2021-01-17,59.467754906275594
2021-01-24,86.08638953700117
2021-01-31,75.62906878921612
2021-02-07,73.72773774416429
