week,value
2020-07-19,111.96544124223094
2020-07-26,115.96561413692882
2020-08-02,105.31614135625395
2020-08-09,118.85729300695833
2020-08-16,126.44423324379403
2020-08-23,103.71088740635061
2020-08-30,95.65424945081708
2020-09-06,109.02711038380559
2020-09-13,169.07743695727365
2020-09-20,123.7938114171859
2020-09-27,137.66489144838738
2020-10-04,107.65417517738427
2020-10-11,112.76417322607023
2020-10-18,118.81709076919255
2020-10-25,78.1139396443591
2020-11-01,118.33793871850581
2020-11-08,97.45966655011046
2020-11-15,97.4549996656717
2020-11-22,114.7720380286095
2020-11-29,96.94950137529115
2020-12-06,120.88043947485113
2020-12-13,126.99042465604782
2020-12-20,91.85782333150323
2020-12-27,118.33467571045131
2021-01-03,101.53185672488115
2021-01-10,114.26130093704033
2021-01-17,85.23827656045927
2021-01-24,130.04576958953666
2021-01-31,92.87588822951656
2021-02-07,114.77048889309503
