week,value
2020-07-19,102.73673706510198
2020-07-26,122.25059763421676
2020-08-02,108.05869903849693
2020-08-09,120.83140777464479
2020-08-16,110.1874838278549
2020-08-23,118.70262298528681
2020-08-30,106.28471171403194
2020-09-06,115.50944580124984
2020-09-13,131.47533172143466
2020-09-20,136.0876987650436
2020-09-27,135.73290130015062
2020-10-04,115.15464833635684
2020-10-11,115.86424326614284
2020-10-18,131.47533172143466
2020-10-25,104.15592692467396
2020-11-01,127.21776214271871
2020-11-08,113.73545847678486
2020-11-15,111.2518762225339
2020-11-22,120.83140777464479
2020-11-29,93.51200297788408
2020-12-06,124.73417988846774
2020-12-13,159.50433144798137
2020-12-20,110.1874838278549
2020-12-27,113.73545847678486
2021-01-03,110.54228129274789
2021-01-10,121.54100270443077
2021-01-17,102.73673706510198
2021-01-24,127.21776214271871
2021-01-31,109.47788889806891
2021-02-07,91.7380156534191
