week,value
2020-07-19,137.24825414738433
2020-07-26,166.08519693706205
2020-08-02,141.48898102821929
2020-08-09,153.36301629455718
2020-08-16,162.2685427443106
2020-08-23,164.38890618472809
2020-08-30,124.52607350487945
2020-09-06,147.85007134947173
2020-09-13,157.17967048730864
2020-09-20,180.50366833190094
2020-09-27,188.56104940548738
2020-10-04,181.7758863961514
2020-10-11,164.38890618472809
2020-10-18,177.95923220339995
2020-10-25,127.49458232146392
2020-11-01,183.8962498365689
2020-11-08,142.76119909246978
2020-11-15,126.22236425721343
2020-11-22,144.45748984480377
2020-11-29,119.86127393596098
2020-12-06,159.72410661580963
2020-12-13,191.95363091015534
2020-12-20,148.27414403755523
2020-12-27,176.68701413914945
2021-01-03,140.2167629639688
2021-01-10,166.08519693706208
2021-01-17,135.55196339505034
2021-01-24,191.95363091015534
2021-01-31,121.13349200021149
2021-02-07,150.81858016605622
