week,value
2020-09-30,150.8
2020-10-31,190.50000000000003
2020-11-30,176.0
2020-12-31,163.2
2021-01-31,158.25
2021-02-28,177.25
2021-03-31,150.0
2021-04-30,203.75
2021-05-31,150.8
2021-06-30,203.5
