week,value
2020-09-30,120.4
2020-10-31,166.75
2020-11-30,173.75
2020-12-31,152.4
2021-01-31,128.75
2021-02-28,140.75
2021-03-31,143.4
2021-04-30,172.25
2021-05-31,138.6
2021-06-30,162.0
