week,value
2020-07-19,89.2107170078617
2020-07-26,67.21071700786169
2020-08-02,70.21071700786173
2020-08-09,63.21071700786172
2020-08-16,82.21071700786169
2020-08-23,73.21071700786173
2020-08-30,84.21071700786172
2020-09-06,81.21071700786172
2020-09-13,72.2107170078617
2020-09-20,53.2107170078617
2020-09-27,79.21071700786167
2020-10-04,76.21071700786169
2020-10-11,67.21071700786169
2020-10-18,59.21071700786166
2020-10-25,77.21071700786173
2020-11-01,72.21071700786172
2020-11-08,95.21071700786173
2020-11-15,100.21071700786172
2020-11-22,86.21071700786173
2020-11-29,105.2107170078617
2020-12-06,79.21071700786172
2020-12-13,77.2107170078617
2020-12-20,123.21071700786172
2020-12-27,95.21071700786169
2021-01-03,111.2107170078617
2021-01-10,81.2107170078617
2021-01-17,101.21071700786173
2021-01-24,92.21071700786172
2021-01-31,87.21071700786172
2021-02-07,91.21071700786169
