week,value
2020-07-19,209.29608719295874
2020-07-26,213.30037683881008
2020-08-02,229.2873688728499
2020-08-09,141.29916569930657
2020-08-16,147.27525107512633
2020-08-23,211.29619873578528
2020-08-30,248.26062702321985
2020-09-06,237.29054329644453
2020-09-13,178.2444080472439
2020-09-20,159.28132254630526
2020-09-27,58.22737809455212
2020-10-04,200.26785357969206
2020-10-11,163.2100685328634
2020-10-18,99.24975468257347
2020-10-25,265.1926731212342
2020-11-01,104.22700472269642
2020-11-08,195.17501663556462
2020-11-15,247.19994525638288
2020-11-22,211.15658210764894
2020-11-29,216.16922504301564
2020-12-06,136.1365923253627
2020-12-13,97.13569580535214
2020-12-20,242.11413262565338
2020-12-27,181.10027581306673
2021-01-03,186.08829545964642
2021-01-10,143.06380296980905
2021-01-17,206.0583237601169
2021-01-24,120.0269007413221
2021-01-31,231.02373034219877
2021-02-07,204.98987821214158
