week,value
2020-07-19,235.5257767154168
2020-07-26,183.5257719051923
2020-08-02,207.5257670949678
2020-08-09,204.52576228474334
2020-08-16,135.52575747451885
2020-08-23,227.52575266429443
2020-08-30,230.52574785406995
2020-09-06,262.52574304384535
2020-09-13,184.52573823362087
2020-09-20,142.52573342339645
2020-09-27,143.52572861317185
2020-10-04,227.5257238029473
2020-10-11,196.52571899272291
2020-10-18,162.52571418249826
2020-10-25,246.52570937227392
2020-11-01,187.5257045620494
2020-11-08,234.525699751825
2020-11-15,255.52569494160045
2020-11-22,193.525690131376
2020-11-29,334.52568532115157
2020-12-06,179.52568051092703
2020-12-13,123.52567570070256
2020-12-20,254.52567089047804
2020-12-27,200.52566608025353
2021-01-03,204.52566127002896
2021-01-10,174.52565645980454
2021-01-17,237.5256516495801
2021-01-24,157.52564683935555
2021-01-31,243.52564202913115
2021-02-07,228.5256372189065
