week,value
2020-07-19,247.80194935206893
2020-07-26,230.18387001594576
2020-08-02,249.56579067982273
2020-08-09,266.9477113436996
2020-08-16,228.32963200757635
2020-08-23,321.71155267145326
2020-08-30,290.09347333533
2020-09-06,319.47539399920674
2020-09-13,286.8573146630836
2020-09-20,109.23923532696043
2020-09-27,204.62115599083702
2020-10-04,351.0030766547139
2020-10-11,276.3849973185907
2020-10-18,233.7669179824675
2020-10-25,345.1488386463445
2020-11-01,248.5307593102212
2020-11-08,423.91267997409795
2020-11-15,352.2946006379749
2020-11-22,320.67652130185166
2020-11-29,429.05844196572843
2020-12-06,334.4403626296053
2020-12-13,215.8222832934821
2020-12-20,383.2042039573589
2020-12-27,335.58612462123574
2021-01-03,314.96804528511245
2021-01-10,327.34996594898934
2021-01-17,399.7318866128661
2021-01-24,286.11380727674293
2021-01-31,353.4957279406198
2021-02-07,399.8776486044965
